Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,categoria
0404218,TL-WN8200ND PRedW USB HiPow 300M C/ 2Ant (0740),TP-Link,TL-WN8200ND,US$,32.60,10.50,0.00,Conectividad / Placas de Red WiFi USB
0400808,TL-WN821N P.RedW USB 300Mbps (N) S/Ant (0368),TP-Link,TL-WN821N,US$,20.94,10.50,0.00,Conectividad / Placas de Red WiFi USB
0402090,TL-WN822N PRedW USB HiPower 300M 2Ant (0542),TP-Link,TL-WN822N,US$,30.02,10.50,0.00,Conectividad / Placas de Red WiFi USB
0403770,TL-WN823N Mini P.RedW USB 300 Mbps (N),TP-Link,TL-WN823N,US$,26.97,10.50,0.00,Conectividad / Placas de Red WiFi USB
,Conectividad / Router,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0404332,TL-R470T+ Rou Multi Wan Bal Carga (0413),TP-Link,TL-R470T+,US$,110.46,10.50,0.00,Conectividad / Router
,Conectividad / Router Wireless,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415391,ARCHER AX55 PRO AX3000 Wir DualBand Multi Gigabit Tp-Link (6805),TP-Link,Archer AX55 Pro,US$,270.20,10.50,0.00,Conectividad / Router Wireless
0414392,ARCHER C5 AC1200 4 Ant Agile Cfg Gigabit Wir D.Band Tp-Link (3687),TP-Link,Archer C5,US$,61.25,10.50,0.00,Conectividad / Router Wireless
0415412,ARCHER C86 AC1900 Wir Dual Band 6 Antenas Tp-Link (9882),TP-Link,Archer C86,US$,147.04,10.50,0.00,Conectividad / Router Wireless
0414883,EC220-F5 AC1200 WISP Agile Cfg 10/100 D.Band Tp-(4108),TP-Link,EC220-F5,US$,53.09,10.50,0.00,Conectividad / Router Wireless
0414884,EC225-G5 AC1300 WISP Agile Cfg Gigabit MuMimo D.Band Tp-Link (4535),TP-Link,EC225-G5,US$,71.96,10.50,0.00,Conectividad / Router Wireless
0414596,MR20 Router Wir Mercusys AC750 Dual Band 2  (0653),TP-Link,MR20,US$,43.00,10.50,0.00,Conectividad / Router Wireless
0414394,MR30G Router Wir Mercusys Gigabit  AC1200  4 Ant (0615),TP-Link,MR30G,US$,61.57,10.50,0.00,Conectividad / Router Wireless
0414395,MW302R Rou Wi Mercusys 300Mbps N 2 Ant (0912),TP-Link,MW302R,US$,24.26,10.50,0.00,Conectividad / Router Wireless
0412151,ARCHER AX10 AX1500 Wir DualBand Gigabit Tp-Link (9221),TP-Link,ARCHER AX10,US$,155.21,10.50,0.00,Conectividad / Router Wireless
0413995,ARCHER AX55 AX3000 Wir DualBand Gigabit Tp-Link (3040),TP-Link,Archer AX55,US$,259.96,10.50,0.00,Conectividad / Router Wireless
0413187,ARCHER C24 AC750 4 Ant Agile Cfg  Wir D.Band Tp-Link (9474),TP-Link,Archer C24,US$,51.13,10.50,0.00,Conectividad / Router Wireless
0411656,ARCHER C6 AC1200 Wir Gigabit Dual Band 4 Ant Tp-Link(8903),TP-Link,ARCHER C6,US$,136.82,10.50,0.00,Conectividad / Router Wireless
0409120,ARCHER C60 AC1350 Wir Dual Band 5 Antenas Tp-Link (6755),TP-Link,ARCHER C60,US$,97.69,10.50,0.00,Conectividad / Router Wireless
0412507,ARCHER C80 AC1900 Wir Dual Band 4 Antenas Tp-Link(8873),TP-Link,ARCHER C80,US$,108.56,10.50,0.00,Conectividad / Router Wireless
0411962,MW305R Rou Wi Mercusys 300Mbps N 3 Ant (0400),TP-Link,MW305R,US$,28.08,10.50,0.00,Conectividad / Router Wireless
0411961,MW325R Rou Wi Mercusys 300Mbps N 4 Ant (0424),TP-Link,MW325R,US$,29.98,10.50,0.00,Conectividad / Router Wireless
0413238,TL-ER7206 Rout VPN MultiWan 10/100/1000 5ps TP Link (2391),TP-Link,TL-ER7206,US$,495.76,10.50,0.00,Conectividad / Router Wireless
0411526,TL-WR820N Rou Wi 300Mbps N 2 Antenas Fijas (3086),TP-Link,TL-WR820N,US$,39.89,10.50,0.00,Conectividad / Router Wireless
0404866,TL-WR841HP Rou Wi 300Mbps 2Ant Hi Power (0625),TP-Link,TL-WR841HP,US$,88.40,10.50,0.00,Conectividad / Router Wireless
0410524,TL-WR850N WISP Agile Config Rou Wi 300Mbps para ISP (4431),TP-Link,TL-WR850NWISP,US$,40.29,10.50,0.00,Conectividad / Router Wireless
0405342,TL-WR940N Rou Wi 450Mbps (N) 3 Ant Fijas (1464),TP-Link,TL-WR940N,US$,59.36,10.50,0.00,Conectividad / Router Wireless
,Conectividad / Switches Administrables,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415417,EAP223 (EAP225 s/Fuente) AC1350 Mbps AP Gigabit Ceiling/Wall (0509),TP-Link,EAP223,US$,181.07,10.50,0.00,Conectividad / Switches Administrables
0414926,EAP235 Wall AC1200 Mbps AP Mu-Mimo Gigabit p/caja de Pared (8972),TP-Link,EAP235-Wall,US$,164.18,10.50,0.00,Conectividad / Switches Administrables
0415418,EAP245(5-Pack s/Fuente) AC1750 Mbps AP Gigabit Ceilling/Wall (7017),TP-Link,EAP245(5-pack),US$,1034.72,10.50,0.00,Conectividad / Switches Administrables
0415419,EAP613 (EAP610 s/Fuente) AX1800 Mbps AP Gigabit Ceilling/Wall(0516),TP-Link,EAP613,US$,245.06,10.50,0.00,Conectividad / Switches Administrables
0414900,EAP650 AX3000 Mbps AP Gigabit Ceilling Wall (3545),TP-Link,EAP650,US$,363.95,10.50,0.00,Conectividad / Switches Administrables
0414854,EAP670 AX5400 Mbps AP Gigabit Ceilling Wall (7154),TP-Link,EAP670,US$,437.82,10.50,0.00,Conectividad / Switches Administrables
0414598,TL-SG2008P Switch Gigabit Smart 8P (4 POE) Tp-Link (2957),TP-Link,TL-SG2008P,US$,154.39,10.50,0.00,Conectividad / Switches Administrables
0413421,TL-SG2210MP Switch Gigabit Jetstream 8P POE+SFP Tp-Link (0674),TP-Link,TL-SG2210MP,US$,360.32,10.50,0.00,Conectividad / Switches Administrables
0411607,TL-SG2008 T1500G-8T Switch Gigabit Smart 8P Tp-Link (0546),TP-Link,TL-SG2008,US$,105.93,10.50,0.00,Conectividad / Switches Administrables
0413359,TL-SG2218 Switch JetStream Gigabit 16P +2 SFP (6419),TP-Link,TL-SG2218,US$,447.37,10.50,0.00,Conectividad / Switches Administrables
0413093,TL-SG2428P Switch Gigabit 24POE+4SFP Tp-Link (0650),TP-Link,TL-SG2428P,US$,994.18,10.50,0.00,Conectividad / Switches Administrables
0413957,TL-SG3210 Switch JetStream L2 Gigabit 8P +2 SFP (6396),TP-Link,TL-SG3210,US$,169.40,10.50,0.00,Conectividad / Switches Administrables
0413568,TL-SG3428MP Switch Jetstream 24 POE + 4 SFP L2 Gigabit Managed  (0737),TP-Link,TL-SG3428MP,US$,860.09,10.50,0.00,Conectividad / Switches Administrables
,Conectividad / Switches No Administrables,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415300,Switch Hikvision 4p PoE IEEE 802.3af/at Power Budget 60w Unmanaged (2876),Hikvision,DS-3E1105P-EI(0-STD),US$,97.30,10.50,0.00,Conectividad / Switches No Administrables
0414274,TL-SF1024D Switch 24P Tp-Link Desktop (1498),TP-Link,TL-SF1024D,US$,67.45,10.50,0.00,Conectividad / Switches No Administrables
0414981,TL-SG1008MP Switch 8P Giga (8 ptos POE) Desk/Rack (6770),TP-Link,TL-SG1008MP,US$,146.78,10.50,0.00,Conectividad / Switches No Administrables
0414666,TL-SG1016PE Switch 16P Giga (8 POE) Tp-Link Smart Rack/Desk (8865),TP-Link,TL-SG1016PE,US$,211.41,10.50,0.00,Conectividad / Switches No Administrables
0414210,TL-SG116 Switch 16P TpLink Gigabit No Gestionable (4325),TP-Link,TL-SG116,US$,249.57,10.50,0.00,Conectividad / Switches No Administrables
0414602,TL-SG1210P Switch Gigabit 9P 8POE+ 1SFP Tp-Link (2980),TP-Link,TL-SG1210P,US$,134.39,10.50,0.00,Conectividad / Switches No Administrables
0400843,TL-SF1005D Switch 5P Tp-Link MiniDesktop (0064),TP-Link,TL-SF1005D,US$,20.52,10.50,0.00,Conectividad / Switches No Administrables
0400844,TL-SF1008D Switch 8P Tp-Link MiniDesktop (0071),TP-Link,TL-SF1008D,US$,28.81,10.50,0.00,Conectividad / Switches No Administrables
0400845,TL-SF1016D Switch 16P Tp-Link Desktop (0293),TP-Link,TL-SF1016D,US$,33.32,10.50,0.00,Conectividad / Switches No Administrables
0404863,TL-SG1005D Switch 5P TpLink Gigabit Desk (1798),TP-Link,TL-SG1005D,US$,57.84,10.50,0.00,Conectividad / Switches No Administrables
0400840,TL-SG1008D Switch 8P TpLink Gigabit Desk (2313),TP-Link,TL-SG1008D,US$,93.04,10.50,0.00,Conectividad / Switches No Administrables
0409823,TL-SG1008P Switch 8P Giga (4 ptos POE) Tp-Link Desk (1160),TP-Link,TL-SG1008P,US$,93.63,10.50,0.00,Conectividad / Switches No Administrables
0400841,TL-SG1016 Switch Gigabit 16P Tp-Link R19(0095),TP-Link,TL-SG1016,US$,135.98,10.50,0.00,Conectividad / Switches No Administrables
0414073,TL-SG1016DE Switch 16P Giga Tp-Link Smart Rack/Desk(1269),TP-Link,TL-SG1016DE,US$,133.53,10.50,0.00,Conectividad / Switches No Administrables
0400842,TL-SG1024 Switch Gigabit 24P Tp-Link R19 (0101),TP-Link,TL-SG1024,US$,184.15,10.50,0.00,Conectividad / Switches No Administrables
0410313,TL-SG1024D Switch 24P Gigabit Tp-Link Desktop (0620),TP-Link,TL-SG1024D,US$,154.22,10.50,0.00,Conectividad / Switches No Administrables
0413996,TL-SG1024DE Switch 24P Gigabit Smart Tp-Link Desk/Rack (1245),TP-Link,TL-SG1024DE,US$,178.07,10.50,0.00,Conectividad / Switches No Administrables
0407746,TL-SG1048 Switch Gigabit 48P Tp-Link (1559),TP-Link,TL-SG1048,US$,447.24,10.50,0.00,Conectividad / Switches No Administrables
0405452,TL-SG105 Switch 5P TpLink Gigabit Acero (1146),TP-Link,TL-SG105,US$,48.92,10.50,0.00,Conectividad / Switches No Administrables
,Consumibles / Cartuchos,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0411799,T206320-CART.MAGENTA (XP-2101),Epson,T206320,US$,19.98,10.50,0.00,Consumibles / Cartuchos
,Consumibles / Tintas,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0413890,L15150/ L15160   - TINTA. AMARILLO T524420,Epson,T524420,US$,15.14,21.00,0.00,Consumibles / Tintas
0403254,L200 - CART. CYAN T664220 (5301),Epson,T664220,US$,21.06,21.00,0.00,Consumibles / Tintas
0411017,L4150/4160 - TINTA. AMARILLO T504420,Epson,T504420,US$,21.06,21.00,0.00,Consumibles / Tintas
0411015,L4150/4160 - TINTA. CYAN T504220,Epson,T504220,US$,21.06,21.00,0.00,Consumibles / Tintas
0413834,L8180/ L8160   - TINTA. AMARILLO T555420,Epson,T555420,US$,29.95,21.00,0.00,Consumibles / Tintas
0413833,L8180/ L8160   - TINTA. MAGENTA T555320,Epson,T555320,US$,29.76,21.00,0.00,Consumibles / Tintas
0413836,L8180/ L8160   - TINTA.GRIS T555520,Epson,T555520,US$,30.26,21.00,0.00,Consumibles / Tintas
0413832,L8180/ L8160 - TINTA. CYAN T555220,Epson,T555220,US$,29.61,21.00,0.00,Consumibles / Tintas
0413837,L8180/ L8160 - TINTA. NEGRO T554120,Epson,T554120,US$,31.01,21.00,0.00,Consumibles / Tintas
0413831,L8180/ L8160 - TINTA. NEGRO T555120,Epson,T555120,US$,30.25,21.00,0.00,Consumibles / Tintas
0405671,S015631-CINTA.NEGRO (LX-350),Epson,S015631,US$,6.23,21.00,0.00,Consumibles / Tintas
,DESTACADOS,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415175,Auricular c/Microfono Logitech H390 Rose 981-001280,Logitech,981-001280,US$,82.00,21.00,0.00,DESTACADOS
0415346,Cámara Bullet 4MP Fixed 2.8mm IR40m WDR 120dB IP67 AcuSense (3681),Hikvision,DS-2CD2043G2-I(2.8mm)(O-STD),US$,216.03,21.00,0.00,DESTACADOS
0415382,Mother GIGABYTE N5105I H Mother+CPU+Video c/Puerto Serie (4356),Gigabyte,N5105I H,US$,223.58,10.50,0.00,DESTACADOS
0415428,Notebook Lenovo IP 1 15ADA7 R7 8G 512G SIN SO (0396),LENOVO,82R1009YAR,US$,1121.44,10.50,0.00,DESTACADOS
0415314,Pc Kelyx AMD Ryzen 5-5600G 8G SSD 960Gb (MSI),Sistemas,PCARM-728-12-5600G-SSD,US$,708.54,10.50,0.00,DESTACADOS
0415479,Pc Kelyx Intel Core i3-10105 8G SSD 240Gb (MSI),Sistemas,PCARM-728-12-10105-8G-SSD240,US$,580.06,10.50,0.00,DESTACADOS
0415389,Teclado Genius SlimStar 230 II BLK USB Black (0035),Genius,31310048401,US$,38.81,10.50,0.00,DESTACADOS
0411549,MONITOR LG LED 24 24MK430H-B HDMI (II) (0097,LG,24MK430H-B,US$,144.90,21.00,23.46,DESTACADOS
,Discos Rígidos / SSD / Disco Rígido Externo,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415157,HD Toshiba Externo 1TB Canvio USB 3.0 Black (1339),Toshiba,HDTB510XK3A,US$,102.37,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0415158,HD Toshiba Externo 2TB Canvio USB 3.0 Black (1346),Toshiba,HDTB520XK3AA,US$,138.41,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0415159,HD Toshiba Externo 4TB Canvio USB 3.0 Black (0875),Toshiba,HDTP340XK3CA,US$,234.04,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0414011,HD Seagate Externo 1TB USB 3.0 Expansion Black (0148),Seagate,STKM1000400,US$,134.99,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0413987,HD Seagate Externo 2TB USB 3.0 Expansion Black NEW (0247),Seagate,STKM2000400,US$,163.46,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0414012,HD Seagate Externo 4TB USB 3.0 Expansion Black (0254),Seagate,STKM4000400,US$,267.73,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0414194,HD Seagate Externo 5TB USB 3.0 Expansion Black NEW (0261),Seagate,STKM5000400,US$,269.26,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0413712,HD Toshiba Externo 1TB Canvio Basics USB 3.0 Black (0462),Toshiba,HDTB440XK3CA,US$,221.03,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0406474,HD WD Externo Element 1TB USB 3.0 (5448),Western Digital,WDBUZG0010BBK-WESN,US$,143.50,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0408821,HD WD Externo Element 2TB USB 3.0 (5363),Western Digital,WDBU6Y0020BBK,US$,176.93,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
0412131,HD WD Externo Element 4TB USB 3.0 (5981),Western Digital,WDBU6Y0040BBK-WESN,US$,301.44,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Externo
,Discos Rígidos / SSD / Disco Rígido Notebook,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0412563,HD Seagate Notebook 1TB SATA III 7mm Barracuda,Seagate,ST1000LM049,US$,53.31,10.50,0.00,Discos Rígidos / SSD / Disco Rígido Notebook
,Discos Rígidos / SSD / Disco Rígido SATA,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0409325,HD Seagate Interno 1TB SATA III Barracuda 64Mb 7200 RPM,Seagate,ST1000DM010,US$,94.09,10.50,0.00,Discos Rígidos / SSD / Disco Rígido SATA
0414013,HD Seagate Interno 2GB SATA III SkyHawk Surveillance,Seagate,ST2000VX015,US$,119.89,10.50,0.00,Discos Rígidos / SSD / Disco Rígido SATA
0411572,HD Seagate Interno 2TB SATA III Barracuda 64Mb 7200 RPM,Seagate,ST2000DM008,US$,119.42,10.50,0.00,Discos Rígidos / SSD / Disco Rígido SATA
0404199,HD WD Interno 1TB SATA III Blue 64Mb 7200 RPM,Western Digital,WD10EZEX,US$,95.68,10.50,0.00,Discos Rígidos / SSD / Disco Rígido SATA
0411822,HD WD Interno 2TB SATA III Blue 256Mb 5400 RPM,Western Digital,WD20EZAZ,US$,117.55,10.50,0.00,Discos Rígidos / SSD / Disco Rígido SATA
0414164,HD WD Interno 2TB SATA III Purple Surveillance,Western Digital,WD22PURZ,US$,144.30,10.50,0.00,Discos Rígidos / SSD / Disco Rígido SATA
,Discos Rígidos / SSD / Disco SSD,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415172,Disco SSD HIKVISION 1024Gb E100 SATA (4754),Hikvision IT,HS-SSD-E100 1024G,US$,96.48,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0415170,Disco SSD HIKVISION 256Gb E100 SATA (8579),Hikvision IT,HS-SSD-E100 256G,US$,36.12,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0415171,Disco SSD HIKVISION 512Gb E100 SATA (4747),Hikvision IT,HS-SSD-E100 512G,US$,55.34,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0414460,Disco SSD Markvision 120Gb Sata Interno BULK (6204),Markvision,MVSD120G25-A1,US$,26.30,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0414461,Disco SSD Markvision 240Gb Sata Interno BULK (6211),Markvision,MVSD240G25-A1,US$,36.16,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0414462,Disco SSD Markvision 480Gb Sata Interno BULK(6228),Markvision,MVSD480G25-A1,US$,55.42,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0414463,Disco SSD Markvision 960Gb Sata Interno BULK (9397),Markvision,MVSD960G25-A1,US$,96.28,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0414904,"Disco SSD MSI 120GB SPATIUM S270 SATA 2.5"" (1144)",MSI,SPATIUM S270 120GB,US$,32.70,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0415400,"Disco SSD MSI 240GB SPATIUM S270 SATA 2.5"" (1151)",MSI,SPATIUM S270 240GB,US$,42.97,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0411451,Disco SSD GIGABYTE 120GB SATA Interno 7mm (3704),Gigabyte,GP-GSTFS31120GNTD,US$,32.09,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0411452,Disco SSD GIGABYTE 240GB SATA Interno 7mm (3711),Gigabyte,GP-GSTFS31240GNTD,US$,42.70,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0411707,Disco SSD GIGABYTE 480GB SATA Interno 7mm (4787),Gigabyte,GP-GSTFS31480GNTD,US$,60.16,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0410957,Disco SSD KINGSTON A400 240 GB SATA Interno 7 mm (1219),Kingston,SA400S37/240G,US$,48.88,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0410958,Disco SSD KINGSTON A400 480 GB SATA Interno 7 mm (3442),Kingston,SA400S37/480G,US$,67.80,10.50,0.00,Discos Rígidos / SSD / Disco SSD
0410959,Disco SSD KINGSTON A400 960 GB SATA Interno 7 mm (7357),Kingston,SA400S37/960G,US$,110.85,10.50,0.00,Discos Rígidos / SSD / Disco SSD
,Discos Rígidos / SSD / Disco SSD M2,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415404,Disco SSD M.2 GIGABYTE 500Gb NVMe Gen3 2500E PCIe 3.0 x4 (4370),Gigabyte,G325E500G,US$,75.50,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0415448,Disco SSD M.2 HIKVISION 1024Gb E1000 PCIE NVMe Gen3 (8629),Hikvision IT,HS-SSD-E1000 1024G,US$,102.68,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0415187,Disco SSD M.2 HIKVISION 1024Gb E100N (1233),Hikvision IT,HS-SSD-E100N 1024G,US$,102.68,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0415446,Disco SSD M.2 HIKVISION 256Gb E1000 PCIE NVMe Gen3 (8605),Hikvision IT,HS-SSD-E1000 256G,US$,36.49,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0415185,Disco SSD M.2 HIKVISION 256Gb E100N (1054),Hikvision IT,HS-SSD-E100N 256G,US$,36.49,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0415447,Disco SSD M.2 HIKVISION 512Gb E1000 PCIE NVMe Gen3 (8612),Hikvision IT,HS-SSD-E1000 512G,US$,56.16,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0415186,Disco SSD M.2 HIKVISION 512Gb E100N (7755),Hikvision IT,HS-SSD-E100N 512G,US$,56.16,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0415190,Disco SSD M.2 HIKVISION 512Gb G64000E NVMe Gen4 (6621),Hikvision IT,HS-SSD-G4000E 512G,US$,94.84,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0414955,Disco SSD M.2 KINGSTON SNV2S 1000GB NVMe PCIe 4.0 (9919),Kingston,SNV2S/1000G,US$,110.81,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0414953,Disco SSD M.2 KINGSTON SNV2S 250GB NVMe PCIe 4.0 (9889),Kingston,SNV2S/250G,US$,59.27,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0414954,Disco SSD M.2 KINGSTON SNV2S 500GB NVMe PCIe 4.0 (9858),Kingston,SNV2S/500G,US$,83.93,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0414467,Disco SSD M.2 Markvision 128Gb PCIe Gen3 x4 BULK (9403),Markvision,MVSD128GME-S5,US$,34.76,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0414469,Disco SSD M.2 Markvision 256Gb PCIe Gen3 x4 BULK (9373),Markvision,MVSD256GME-S5,US$,50.79,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0414470,Disco SSD M.2 Markvision 512Gb PCIe Gen3 x4 BULK (9380),Markvision,MVSD512GME-S5,US$,81.03,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
0412071,Disco SSD M.2 GIGABYTE 256GB PCIe 4x NVMe (6873),Gigabyte,GP-GSM2NE3256GNTD,US$,48.89,10.50,0.00,Discos Rígidos / SSD / Disco SSD M2
,Energía / Estabilizadores,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0409787,Estabilizador Lyonn Electronico TCA-2000N-V 6 Bocas 220v 0026,Lyonn,0,US$,31.69,21.00,0.00,Energía / Estabilizadores
0404174,Estabilizador Surelectric 6 Bocas 220v-1000va (0017),Surelectric,ER-1000,US$,17.29,10.50,0.00,Energía / Estabilizadores
0410743,Prolongador Multi-Toma Dear Power 6 tomas 220V + Prot. Termico (0024,DEAR POWER,PM301,US$,7.68,21.00,0.00,Energía / Estabilizadores
,Energía / UPS,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0410586,UPS LYONN CTB-800AP (LUZ LED),Lyonn,,US$,72.06,10.50,0.00,Energía / UPS
0410130,UPS LYONN DESIRE 500VA (LUZ LED),Lyonn,,US$,58.13,10.50,0.00,Energía / UPS
,"Fans, Coolers",,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0414717,CPU Cooler TT UX100 ARGB Lighting Intel & AMD (1598),THERMALTAKE,CL-P064-AL12SW-A,US$,49.14,21.00,0.00,"Fans, Coolers"
0414718,CPU Cooler TT UX200 SE ARGB Lighting Intel & AMD (0538),THERMALTAKE,CL-P105-AL12SW-A,US$,86.58,21.00,0.00,"Fans, Coolers"
0414842,Fan Cooler Corsair ML140 ELITE 140mm Blue Magnetic Levitation (0264),Corsair,CO-9050131-WW,US$,37.31,21.00,0.00,"Fans, Coolers"
0414840,Fan Cooler Corsair ML140 ELITE 140mm Red Magnetic Levitation (0240),Corsair,CO-9050129-WW,US$,37.31,21.00,0.00,"Fans, Coolers"
0414841,Fan Cooler Corsair ML140 ELITE 140mm White Magnetic Levitation (0257),Corsair,CO-9050130-WW,US$,37.31,21.00,0.00,"Fans, Coolers"
0414846,Fan Cooler Corsair ML140 PRO RGB PWM 140mm Magnetic Levitation Node Pro Pack x2 (5507),Corsair,CO-9050078-WW,US$,74.61,21.00,0.00,"Fans, Coolers"
0414711,Fan Cooler TT Pure 12 ARGB Sync 120mm Pack x3 (5401),THERMALTAKE,CL-F079-PL12SW-A,US$,89.28,21.00,0.00,"Fans, Coolers"
,Gabinetes y fuentes / Fuentes de Alimentación,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415323,Fuente de Alimentacion Kelyx 550W ATX - C/COOLER 12CM Y CABLE (1970),Kelyx,KL-ATX550,US$,32.19,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0415324,Fuente de Alimentacion Kelyx 550W PS3 - C/COOLER 8CM Y CABLE (5629),Kelyx,KL-PS3-550W,US$,24.24,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0415424,Fuente Gigabyte 1000W 80 plus Gold Modular PCIe 5.0 for VGAs (2367),Gigabyte,GP-UD1000GM PG5 GAR2,US$,290.25,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0415423,Fuente Gigabyte 850W 80 plus Gold Modular PCIe 5.0 for VGAs (3197),Gigabyte,GP-UD850GM PG5 GAR2,US$,204.11,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0414899,Fuente Thermaltake Toughpower GF1 650W 80+ Gold Modular (5531),THERMALTAKE,TTP-650AH3FCG,US$,146.97,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0414898,Fuente Thermaltake Toughpower GF1 750W 80+ Gold Modular (5586),THERMALTAKE,TTP-750AH3FCG,US$,172.33,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0414897,Fuente Thermaltake Toughpower GF1 850W 80+ Gold Modular (5609),THERMALTAKE,TTP-850AH3FCG,US$,193.16,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0411891,Fuente Gigabyte 450W 80 plus Bronze (1698),Gigabyte,GP-P450B/AR,US$,115.91,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0411890,Fuente Gigabyte 550W 80 plus Bronze (1575),Gigabyte,GP-P550B/AR,US$,147.24,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0411889,Fuente Gigabyte 650W 80 plus Bronze (0387),Gigabyte,GP-P650B/AR,US$,148.10,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0413519,Fuente Gigabyte 750W 80 plus Gold AORUS Modular (0981),Gigabyte,GP-AP750GM/AR,US$,204.11,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0411887,Fuente Gigabyte 750W 80 plus Gold Modular (1834),Gigabyte,GP-P750GM/AR,US$,180.09,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
0413260,Fuente Gigabyte 850W 80 plus Gold AORUS Modular (0875),Gigabyte,GP-AP850GM/AR,US$,227.54,21.00,0.00,Gabinetes y fuentes / Fuentes de Alimentación
